# (A) (ergs/cm**2/s/Angstrom)  (0= GOOD to 3= BAD) 
# WAVELENGTH FLUX    ERROR     DATA_QUALITY 
1211.392  9.529E-14  3.070E-14 0
1211.404  8.753E-14  3.221E-14 0
1211.416  7.781E-14  3.526E-14 0
1211.428  7.630E-14  3.427E-14 0
1211.440  6.644E-14  3.313E-14 0
1211.452  6.426E-14  3.328E-14 0
1211.464  7.888E-14  3.224E-14 0
1211.476  1.076E-13  3.067E-14 0
1211.488  9.727E-14  3.081E-14 0
1211.500  8.129E-14  3.238E-14 0
1211.512  3.954E-14  2.955E-14 0
1211.524  6.360E-14  3.437E-14 0
1211.536  4.478E-14  3.131E-14 0
1211.548  5.572E-14  3.053E-14 0
1211.560  7.608E-14  3.005E-14 0
1211.572  5.251E-14  3.259E-14 0
1211.584  4.964E-14  3.181E-14 0
1211.596  6.464E-14  3.067E-14 0
1211.608  7.387E-14  3.232E-14 0
1211.620  8.890E-14  3.347E-14 0
1211.632  7.217E-14  3.208E-14 0
1211.644  5.369E-14  3.087E-14 0
1211.656  5.335E-14  2.903E-14 0
1211.668  6.829E-14  2.816E-14 0
1211.680  7.659E-14  3.198E-14 0
1211.692  5.592E-14  2.905E-14 0
1211.704  1.043E-13  2.916E-14 0
1211.716  5.225E-14  2.743E-14 0
1211.728  4.054E-14  2.907E-14 0
1211.740  7.772E-14  3.064E-14 0
1211.752  9.455E-14  2.973E-14 0
1211.764  1.071E-13  3.095E-14 0
1211.776  9.778E-14  3.136E-14 0
1211.788  6.908E-14  2.866E-14 0
1211.800  4.859E-14  2.901E-14 0
1211.812  9.383E-14  3.317E-14 0
1211.824  4.852E-14  3.257E-14 0
1211.836  6.965E-14  2.997E-14 0
1211.848  4.855E-14  3.212E-14 0
1211.860  7.827E-14  3.120E-14 0
1211.872  5.317E-14  2.663E-14 0
1211.884  5.917E-14  2.759E-14 0
1211.896  6.361E-14  2.952E-14 0
1211.908  7.604E-14  2.851E-14 0
1211.920  6.840E-14  2.920E-14 0
1211.932  8.680E-14  3.333E-14 0
1211.944  1.027E-13  3.347E-14 0
1211.956  8.437E-14  3.045E-14 0
1211.968  7.478E-14  2.979E-14 0
1211.980  9.704E-14  2.955E-14 0
1211.992  1.167E-13  3.115E-14 0
1212.004  6.345E-14  2.972E-14 0
1212.016  4.641E-14  3.029E-14 0
1212.028  6.779E-14  3.274E-14 0
1212.040  5.636E-14  3.174E-14 0
1212.052  1.077E-13  3.279E-14 0
1212.064  7.106E-14  2.992E-14 0
1212.076  8.158E-14  3.046E-14 0
1212.088  1.200E-13  3.227E-14 0
1212.100  1.173E-13  3.284E-14 0
1212.112  9.663E-14  3.263E-14 0
1212.124  8.933E-14  3.279E-14 0
1212.136  5.943E-14  3.353E-14 0
1212.148  6.424E-14  3.019E-14 0
1212.160  7.429E-14  3.026E-14 0
1212.172  6.924E-14  3.185E-14 0
1212.184  6.447E-14  2.864E-14 1
1212.196  1.393E-13  3.551E-14 1
1212.208  9.268E-14  3.293E-14 1
1212.220  8.300E-14  3.174E-14 1
1212.232  1.330E-13  3.360E-14 1
1212.244  1.439E-13  3.518E-14 1
1212.256  1.319E-13  3.557E-14 1
1212.268  1.059E-13  3.424E-14 0
1212.280  1.017E-13  3.460E-14 0
1212.292  8.428E-14  3.577E-14 0
1212.304  9.822E-14  3.682E-14 0
1212.316  1.049E-13  3.767E-14 0
1212.328  9.085E-14  3.511E-14 0
1212.340  9.346E-14  3.697E-14 0
1212.352  1.398E-13  3.630E-14 0
1212.364  8.865E-14  3.810E-14 0
1212.376  6.334E-14  3.671E-14 0
1212.388  8.090E-14  3.579E-14 0
1212.400  5.903E-14  3.302E-14 0
1212.412  7.819E-14  3.296E-14 0
1212.424  6.773E-14  3.600E-14 0
1212.436  5.079E-14  3.685E-14 0
1212.448  5.870E-14  3.662E-14 0
1212.460  8.416E-14  3.793E-14 0
1212.472  1.394E-13  3.594E-14 0
1212.484  1.380E-13  3.521E-14 0
1212.496  1.054E-13  3.410E-14 0
1212.508  7.571E-14  3.371E-14 0
1212.520  8.990E-14  3.292E-14 0
1212.532  1.117E-13  3.351E-14 0
1212.544  1.032E-13  3.544E-14 0
1212.556  1.042E-13  3.514E-14 0
1212.568  1.534E-13  3.920E-14 0
1212.580  1.275E-13  3.683E-14 0
1212.592  1.501E-13  3.793E-14 0
1212.604  1.373E-13  3.927E-14 0
1212.616  1.238E-13  3.769E-14 0
1212.628  1.482E-13  3.520E-14 0
1212.640  1.348E-13  3.525E-14 0
1212.652  9.084E-14  3.541E-14 0
1212.664  1.081E-13  3.890E-14 0
1212.676  1.205E-13  3.596E-14 0
1212.688  1.379E-13  3.841E-14 0
1212.700  1.746E-13  3.893E-14 0
1212.712  1.440E-13  3.691E-14 0
1212.724  9.265E-14  3.544E-14 0
1212.736  9.689E-14  3.706E-14 0
1212.748  1.126E-13  3.698E-14 0
1212.760  1.098E-13  3.869E-14 0
1212.772  1.386E-13  3.983E-14 0
1212.784  1.411E-13  3.855E-14 0
1212.796  1.092E-13  3.660E-14 0
1212.808  9.852E-14  3.519E-14 0
1212.820  1.022E-13  3.601E-14 0
1212.832  9.960E-14  3.789E-14 0
1212.844  9.658E-14  3.484E-14 0
1212.856  1.749E-13  3.963E-14 0
1212.868  1.116E-13  3.536E-14 0
1212.880  1.827E-13  3.844E-14 0
1212.892  2.043E-13  3.832E-14 0
1212.904  2.280E-13  4.060E-14 0
1212.916  1.551E-13  3.867E-14 0
1212.928  1.311E-13  3.855E-14 0
1212.940  1.695E-13  3.984E-14 0
1212.952  1.845E-13  4.064E-14 0
1212.964  1.947E-13  4.058E-14 0
1212.976  1.932E-13  4.012E-14 0
1212.988  1.690E-13  3.817E-14 0
1213.000  1.535E-13  3.639E-14 0
1213.012  1.822E-13  3.893E-14 0
1213.024  1.742E-13  3.961E-14 0
1213.036  1.498E-13  3.952E-14 0
1213.048  1.496E-13  3.641E-14 0
1213.060  1.874E-13  3.946E-14 0
1213.072  1.312E-13  3.933E-14 0
1213.084  1.514E-13  4.032E-14 1
1213.096  1.988E-13  4.004E-14 1
1213.108  2.553E-13  4.096E-14 1
1213.120  2.419E-13  4.078E-14 1
1213.132  1.668E-13  3.954E-14 1
1213.144  1.785E-13  4.061E-14 1
1213.156  1.984E-13  3.917E-14 1
1213.168  1.698E-13  3.713E-14 1
1213.180  8.517E-14  3.646E-14 0
1213.192  1.197E-13  3.706E-14 0
1213.204  1.209E-13  4.259E-14 0
1213.216  1.685E-13  4.164E-14 0
1213.228  1.791E-13  4.135E-14 0
1213.240  1.755E-13  3.984E-14 0
1213.252  1.793E-13  4.013E-14 0
1213.264  1.881E-13  4.201E-14 1
1213.276  2.206E-13  4.332E-14 1
1213.288  2.183E-13  4.490E-14 1
1213.300  2.018E-13  4.573E-14 1
1213.312  2.329E-13  4.528E-14 1
1213.324  2.189E-13  4.386E-14 1
1213.336  1.733E-13  4.477E-14 1
1213.348  2.038E-13  4.371E-14 0
1213.360  2.186E-13  4.181E-14 0
1213.372  1.739E-13  4.470E-14 0
1213.384  2.417E-13  4.518E-14 0
1213.396  2.694E-13  4.398E-14 0
1213.408  2.471E-13  4.472E-14 0
1213.420  2.058E-13  4.359E-14 0
1213.432  2.382E-13  4.467E-14 0
1213.444  2.427E-13  4.349E-14 0
1213.456  2.690E-13  4.327E-14 0
1213.468  2.802E-13  4.569E-14 0
1213.480  1.949E-13  4.505E-14 0
1213.492  1.914E-13  4.156E-14 0
1213.504  2.839E-13  4.276E-14 0
1213.516  2.336E-13  4.281E-14 0
1213.528  1.929E-13  4.105E-14 0
1213.540  2.037E-13  4.169E-14 0
1213.552  3.339E-13  4.590E-14 0
1213.564  2.683E-13  4.473E-14 0
1213.576  2.531E-13  4.481E-14 0
1213.588  2.793E-13  4.897E-14 0
1213.600  2.290E-13  4.539E-14 0
1213.612  2.564E-13  4.531E-14 0
1213.624  3.073E-13  4.570E-14 0
1213.636  3.353E-13  4.547E-14 0
1213.648  2.758E-13  4.445E-14 0
1213.660  2.234E-13  4.405E-14 0
1213.672  2.370E-13  4.525E-14 0
1213.684  2.923E-13  4.678E-14 0
1213.696  3.381E-13  4.977E-14 0
1213.708  2.430E-13  4.662E-14 0
1213.720  2.152E-13  4.744E-14 0
1213.732  2.967E-13  4.821E-14 0
1213.744  2.890E-13  4.662E-14 0
1213.756  2.498E-13  4.506E-14 0
1213.768  3.596E-13  4.810E-14 0
1213.780  3.597E-13  4.827E-14 0
1213.792  3.027E-13  4.652E-14 0
1213.804  3.411E-13  4.689E-14 0
1213.816  3.589E-13  4.728E-14 0
1213.828  3.207E-13  4.641E-14 0
1213.840  2.824E-13  4.722E-14 0
1213.852  2.968E-13  4.898E-14 0
1213.864  3.020E-13  5.163E-14 0
1213.876  3.239E-13  4.929E-14 0
1213.888  3.544E-13  5.088E-14 0
1213.900  3.676E-13  5.143E-14 0
1213.912  3.453E-13  5.004E-14 0
1213.924  3.512E-13  5.338E-14 0
1213.936  3.251E-13  5.143E-14 0
1213.948  3.090E-13  4.946E-14 0
1213.960  3.193E-13  4.891E-14 0
1213.972  3.165E-13  4.963E-14 0
1213.984  3.134E-13  5.052E-14 0
1213.996  3.564E-13  5.200E-14 0
1214.008  3.875E-13  5.222E-14 0
1214.020  3.493E-13  5.131E-14 0
1214.032  3.820E-13  5.188E-14 0
1214.044  4.292E-13  5.623E-14 0
1214.056  4.633E-13  5.527E-14 0
1214.068  4.753E-13  5.388E-14 0
1214.080  3.944E-13  5.069E-14 0
1214.092  4.038E-13  5.150E-14 0
1214.104  4.219E-13  5.315E-14 0
1214.116  4.369E-13  5.427E-14 0
1214.128  4.104E-13  5.416E-14 0
1214.140  4.214E-13  5.280E-14 0
1214.152  4.238E-13  5.262E-14 0
1214.164  4.248E-13  5.383E-14 0
1214.176  4.400E-13  5.293E-14 0
1214.188  4.655E-13  5.367E-14 0
1214.200  4.533E-13  5.315E-14 0
1214.212  5.116E-13  5.439E-14 0
1214.224  5.034E-13  5.388E-14 0
1214.236  4.804E-13  5.499E-14 0
1214.248  5.028E-13  5.750E-14 0
1214.260  5.662E-13  6.088E-14 0
1214.272  5.660E-13  5.891E-14 0
1214.284  6.071E-13  5.833E-14 0
1214.296  6.017E-13  5.743E-14 0
1214.308  5.899E-13  5.703E-14 0
1214.320  6.676E-13  5.994E-14 0
1214.332  6.602E-13  6.175E-14 0
1214.344  6.347E-13  6.087E-14 0
1214.356  6.999E-13  6.015E-14 0
1214.368  6.998E-13  6.192E-14 0
1214.380  6.801E-13  6.424E-14 0
1214.392  7.135E-13  6.394E-14 0
1214.404  6.894E-13  6.112E-14 0
1214.416  7.359E-13  6.205E-14 0
1214.428  6.921E-13  6.310E-14 0
1214.440  7.261E-13  6.254E-14 0
1214.452  8.093E-13  6.626E-14 0
1214.464  7.928E-13  6.443E-14 0
1214.476  8.104E-13  6.510E-14 0
1214.488  7.940E-13  6.527E-14 0
1214.500  8.078E-13  6.545E-14 0
1214.512  9.079E-13  6.724E-14 0
1214.524  9.636E-13  6.783E-14 0
1214.536  9.204E-13  6.560E-14 0
1214.548  9.499E-13  6.656E-14 0
1214.560  1.039E-12  6.940E-14 0
1214.572  1.057E-12  7.266E-14 0
1214.584  1.104E-12  7.083E-14 0
1214.596  1.101E-12  6.951E-14 0
1214.608  1.139E-12  7.117E-14 0
1214.620  1.132E-12  7.205E-14 0
1214.632  1.124E-12  7.151E-14 0
1214.644  1.073E-12  7.055E-14 0
1214.656  1.180E-12  7.244E-14 0
1214.668  1.279E-12  7.400E-14 0
1214.680  1.309E-12  7.462E-14 0
1214.692  1.338E-12  7.551E-14 0
1214.704  1.369E-12  7.597E-14 0
1214.716  1.337E-12  7.587E-14 0
1214.728  1.303E-12  7.648E-14 0
1214.740  1.348E-12  7.495E-14 0
1214.752  1.443E-12  7.774E-14 0
1214.764  1.424E-12  7.649E-14 0
1214.776  1.392E-12  8.054E-14 0
1214.788  1.511E-12  8.364E-14 0
1214.800  1.594E-12  8.468E-14 0
1214.812  1.669E-12  8.592E-14 0
1214.824  1.651E-12  8.386E-14 0
1214.836  1.818E-12  8.615E-14 0
1214.848  1.967E-12  8.893E-14 0
1214.860  1.988E-12  9.023E-14 0
1214.872  1.980E-12  9.238E-14 0
1214.884  1.990E-12  9.365E-14 0
1214.896  2.082E-12  9.438E-14 0
1214.908  2.324E-12  9.657E-14 0
1214.920  2.273E-12  9.603E-14 0
1214.932  2.367E-12  9.910E-14 0
1214.944  2.633E-12  1.018E-13 0
1214.956  2.709E-12  1.012E-13 0
1214.968  2.598E-12  1.017E-13 0
1214.980  2.787E-12  1.036E-13 0
1214.992  3.118E-12  1.078E-13 0
1215.004  3.282E-12  1.116E-13 0
1215.016  3.399E-12  1.140E-13 0
1215.028  3.540E-12  1.151E-13 0
1215.040  3.744E-12  1.182E-13 0
1215.052  3.904E-12  1.239E-13 0
1215.064  4.183E-12  1.304E-13 0
1215.076  4.360E-12  1.280E-13 0
1215.088  4.655E-12  1.293E-13 0
1215.100  4.904E-12  1.332E-13 0
1215.112  5.373E-12  1.381E-13 0
1215.124  5.597E-12  1.393E-13 0
1215.136  5.900E-12  1.462E-13 0
1215.148  6.346E-12  1.505E-13 0
1215.160  6.590E-12  1.550E-13 0
1215.172  6.742E-12  1.548E-13 0
1215.184  7.296E-12  1.628E-13 0
1215.196  7.764E-12  1.675E-13 0
1215.208  8.296E-12  1.701E-13 0
1215.220  8.809E-12  1.742E-13 0
1215.232  9.303E-12  1.787E-13 0
1215.244  9.964E-12  1.864E-13 0
1215.256  1.036E-11  1.937E-13 0
1215.268  1.104E-11  1.994E-13 0
1215.280  1.160E-11  2.072E-13 0
1215.292  1.239E-11  2.104E-13 0
1215.304  1.280E-11  2.157E-13 0
1215.316  1.359E-11  2.179E-13 0
1215.328  1.422E-11  2.238E-13 0
1215.340  1.439E-11  2.232E-13 0
1215.352  1.487E-11  2.250E-13 0
1215.364  1.467E-11  2.242E-13 0
1215.376  1.387E-11  2.183E-13 0
1215.388  1.246E-11  2.093E-13 0
1215.400  1.078E-11  1.969E-13 0
1215.412  1.006E-11  1.897E-13 0
1215.424  1.069E-11  1.964E-13 0
1215.436  1.235E-11  2.084E-13 0
1215.448  1.510E-11  2.301E-13 0
1215.460  1.791E-11  2.467E-13 0
1215.472  1.978E-11  2.579E-13 0
1215.484  2.025E-11  2.606E-13 0
1215.496  1.935E-11  2.518E-13 0
1215.508  1.713E-11  2.377E-13 0
1215.520  1.369E-11  2.144E-13 0
1215.532  1.013E-11  1.870E-13 0
1215.544  7.392E-12  1.924E-13 0
1215.556  4.963E-12  1.829E-13 0
1215.568  3.066E-12  1.546E-13 0
1215.580  1.924E-12  1.305E-13 0
1215.592  1.184E-12  1.113E-13 0
1215.604  6.716E-13  9.748E-14 0
1215.616  3.798E-13  8.905E-14 0
1215.628  2.688E-13  8.567E-14 0
1215.640  1.519E-13  7.231E-14 0
1215.652  8.777E-15  6.698E-14 0
1215.664  1.814E-14  6.165E-14 0
1215.676  6.170E-15  5.959E-14 0
1215.688  4.054E-15  5.969E-14 0
1215.700  8.856E-15  5.918E-14 0
1215.712 -3.580E-15  6.085E-14 0
1215.724 -3.877E-14  6.251E-14 0
1215.736 -8.528E-14  6.179E-14 0
1215.748 -7.941E-14  6.131E-14 0
1215.760 -3.119E-14  6.206E-14 0
1215.772 -2.087E-14  6.354E-14 0
1215.784 -8.009E-14  6.403E-14 0
1215.796 -7.667E-14  6.551E-14 0
1215.808 -2.428E-14  6.947E-14 0
1215.820  7.815E-16  7.082E-14 0
1215.832  6.051E-14  7.637E-14 0
1215.844  1.911E-13  7.910E-14 0
1215.856  4.097E-13  8.691E-14 0
1215.868  9.391E-13  9.632E-14 0
1215.880  2.023E-12  1.149E-13 0
1215.892  4.156E-12  1.479E-13 0
1215.904  7.645E-12  1.894E-13 0
1215.916  1.186E-11  2.311E-13 0
1215.928  1.607E-11  2.682E-13 0
1215.940  1.971E-11  2.976E-13 0
1215.952  2.233E-11  3.162E-13 0
1215.964  2.438E-11  3.303E-13 0
1215.976  2.581E-11  3.385E-13 0
1215.988  2.646E-11  3.447E-13 0
1216.000  2.660E-11  3.446E-13 0
1216.012  2.640E-11  3.449E-13 0
1216.024  2.527E-11  3.370E-13 0
1216.036  2.424E-11  3.346E-13 0
1216.048  2.348E-11  3.267E-13 0
1216.060  2.252E-11  3.210E-13 0
1216.072  2.121E-11  3.089E-13 0
1216.084  1.999E-11  2.986E-13 0
1216.096  1.884E-11  2.932E-13 0
1216.108  1.779E-11  2.865E-13 0
1216.120  1.688E-11  2.781E-13 0
1216.132  1.586E-11  2.693E-13 0
1216.144  1.464E-11  2.598E-13 0
1216.156  1.351E-11  2.469E-13 0
1216.168  1.292E-11  2.434E-13 0
1216.180  1.191E-11  2.340E-13 0
1216.192  1.116E-11  2.256E-13 0
1216.204  1.069E-11  2.204E-13 0
1216.216  9.930E-12  2.132E-13 0
1216.228  9.348E-12  2.083E-13 0
1216.240  8.559E-12  2.003E-13 0
1216.252  8.017E-12  1.943E-13 0
1216.264  7.569E-12  1.882E-13 0
1216.276  7.048E-12  1.822E-13 0
1216.288  6.721E-12  1.776E-13 0
1216.300  6.408E-12  1.722E-13 0
1216.312  5.936E-12  1.669E-13 0
1216.324  5.590E-12  1.638E-13 0
1216.336  5.353E-12  1.600E-13 0
1216.348  5.033E-12  1.549E-13 0
1216.360  4.732E-12  1.505E-13 0
1216.372  4.351E-12  1.456E-13 0
1216.384  4.150E-12  1.440E-13 0
1216.396  3.964E-12  1.399E-13 0
1216.408  3.713E-12  1.362E-13 0
1216.420  3.579E-12  1.333E-13 0
1216.432  3.410E-12  1.323E-13 0
1216.444  3.404E-12  1.318E-13 0
1216.456  3.298E-12  1.305E-13 0
1216.468  3.150E-12  1.280E-13 0
1216.480  3.016E-12  1.255E-13 0
1216.492  2.819E-12  1.224E-13 0
1216.504  2.618E-12  1.191E-13 0
1216.516  2.593E-12  1.180E-13 0
1216.528  2.540E-12  1.174E-13 0
1216.540  2.422E-12  1.145E-13 0
1216.552  2.391E-12  1.115E-13 0
1216.564  2.247E-12  1.084E-13 0
1216.576  2.094E-12  1.078E-13 0
1216.588  2.002E-12  1.062E-13 0
1216.600  2.066E-12  1.066E-13 0
1216.612  1.977E-12  1.051E-13 0
1216.624  1.851E-12  1.032E-13 0
1216.636  1.826E-12  1.012E-13 0
1216.648  1.782E-12  9.990E-14 0
1216.660  1.652E-12  9.884E-14 0
1216.672  1.600E-12  9.834E-14 0
1216.684  1.600E-12  9.708E-14 0
1216.696  1.534E-12  9.491E-14 0
1216.708  1.456E-12  9.269E-14 0
1216.720  1.459E-12  9.162E-14 0
1216.732  1.398E-12  9.156E-14 0
1216.744  1.328E-12  9.105E-14 0
1216.756  1.329E-12  9.088E-14 0
1216.768  1.337E-12  8.963E-14 0
1216.780  1.325E-12  8.896E-14 0
1216.792  1.368E-12  9.026E-14 0
1216.804  1.235E-12  8.661E-14 0
1216.816  1.194E-12  8.742E-14 0
1216.828  1.162E-12  8.559E-14 0
1216.840  1.209E-12  8.511E-14 0
1216.852  1.204E-12  8.587E-14 0
1216.864  1.078E-12  8.408E-14 0
1216.876  1.006E-12  8.237E-14 0
1216.888  1.027E-12  8.203E-14 0
1216.900  1.080E-12  8.318E-14 0
1216.912  9.984E-13  8.244E-14 0
1216.924  8.957E-13  7.821E-14 0
1216.936  9.870E-13  8.082E-14 0
1216.948  9.421E-13  8.221E-14 0
1216.960  9.173E-13  7.951E-14 0
1216.972  8.649E-13  7.740E-14 0
1216.984  8.545E-13  7.688E-14 0
1216.996  8.525E-13  7.725E-14 0
1217.008  8.166E-13  7.601E-14 0
1217.020  7.842E-13  7.509E-14 0
1217.032  7.663E-13  7.525E-14 0
1217.044  7.549E-13  7.506E-14 0
1217.056  7.404E-13  7.459E-14 0
1217.068  7.455E-13  7.498E-14 0
1217.080  7.723E-13  7.486E-14 0
1217.092  7.192E-13  7.291E-14 0
1217.104  7.252E-13  7.453E-14 0
1217.116  6.987E-13  7.307E-14 0
1217.128  6.576E-13  7.169E-14 0
1217.140  6.615E-13  7.262E-14 0
1217.152  6.451E-13  7.121E-14 0
1217.164  5.958E-13  6.937E-14 0
1217.176  6.419E-13  7.063E-14 0
1217.188  6.839E-13  7.115E-14 0
1217.200  6.545E-13  7.024E-14 0
1217.212  6.121E-13  6.961E-14 0
1217.224  5.594E-13  6.883E-14 0
1217.236  4.800E-13  6.773E-14 0
1217.248  4.990E-13  6.942E-14 0
1217.260  5.183E-13  7.078E-14 0
1217.272  5.602E-13  6.853E-14 0
1217.284  5.606E-13  6.691E-14 0
1217.296  5.177E-13  6.656E-14 0
1217.308  5.239E-13  6.749E-14 0
1217.320  4.768E-13  6.961E-14 0
1217.332  4.747E-13  6.650E-14 0
1217.344  4.524E-13  6.383E-14 0
1217.356  4.650E-13  6.474E-14 0
1217.368  4.341E-13  6.499E-14 0
1217.380  4.446E-13  6.424E-14 0
1217.392  4.822E-13  6.426E-14 0
1217.404  4.465E-13  6.377E-14 0
1217.416  4.424E-13  6.412E-14 0
1217.428  4.627E-13  6.442E-14 0
1217.440  4.396E-13  6.362E-14 0
1217.452  4.635E-13  6.444E-14 0
1217.464  4.168E-13  6.561E-14 0
1217.476  4.069E-13  6.208E-14 0
1217.488  4.153E-13  6.322E-14 0
1217.500  3.779E-13  6.138E-14 0
1217.512  3.713E-13  6.050E-14 0
1217.524  3.990E-13  6.263E-14 0
1217.536  4.147E-13  6.076E-14 0
1217.548  3.683E-13  5.992E-14 0
1217.560  3.747E-13  5.903E-14 0
1217.572  3.627E-13  5.927E-14 0
1217.584  3.305E-13  5.848E-14 0
1217.596  3.303E-13  5.905E-14 0
1217.608  3.382E-13  6.050E-14 0
1217.620  3.231E-13  5.990E-14 0
1217.632  2.945E-13  5.867E-14 0
1217.644  2.845E-13  5.742E-14 0
1217.656  3.165E-13  5.842E-14 0
1217.668  3.094E-13  5.653E-14 0
1217.680  3.059E-13  5.525E-14 0
1217.692  2.755E-13  5.488E-14 0
1217.704  2.650E-13  5.535E-14 0
1217.716  2.978E-13  5.663E-14 0
1217.728  3.175E-13  5.646E-14 0
1217.740  3.224E-13  5.546E-14 0
1217.752  3.063E-13  5.544E-14 0
1217.764  2.865E-13  5.569E-14 0
1217.776  2.533E-13  5.290E-14 0
1217.788  2.420E-13  5.196E-14 0
1217.800  2.471E-13  5.324E-14 0
1217.812  2.386E-13  5.228E-14 0
1217.824  2.537E-13  5.324E-14 0
1217.836  2.729E-13  5.448E-14 0
1217.848  2.672E-13  5.588E-14 0
1217.860  2.107E-13  5.190E-14 0
1217.872  2.184E-13  5.225E-14 0
1217.884  2.224E-13  5.165E-14 0
1217.896  2.554E-13  5.255E-14 0
1217.908  2.599E-13  5.211E-14 0
1217.920  2.249E-13  4.992E-14 0
1217.932  1.771E-13  5.056E-14 0
1217.944  1.721E-13  5.140E-14 0
1217.956  2.033E-13  5.099E-14 0
1217.968  2.196E-13  5.209E-14 0
1217.980  2.079E-13  5.376E-14 0
1217.992  1.917E-13  5.167E-14 0
1218.004  1.895E-13  5.111E-14 0
1218.016  1.779E-13  5.048E-14 0
1218.028  1.987E-13  5.093E-14 0
1218.040  2.044E-13  4.970E-14 0
1218.052  1.665E-13  5.010E-14 0
1218.064  2.255E-13  5.135E-14 0
1218.076  2.025E-13  5.219E-14 0
1218.088  2.124E-13  5.054E-14 0
1218.100  2.631E-13  5.301E-14 0
1218.112  2.036E-13  4.861E-14 0
1218.124  1.628E-13  4.786E-14 0
1218.136  1.789E-13  5.053E-14 0
1218.148  2.088E-13  5.147E-14 0
1218.160  2.249E-13  5.247E-14 0
1218.172  2.206E-13  5.317E-14 0
1218.184  2.110E-13  5.223E-14 0
1218.196  2.078E-13  5.060E-14 0
1218.208  1.926E-13  4.816E-14 0
1218.220  1.820E-13  4.937E-14 0
1218.232  1.853E-13  5.020E-14 0
1218.244  1.965E-13  5.278E-14 0
1218.256  2.359E-13  5.106E-14 0
1218.268  2.553E-13  4.959E-14 0
1218.280  2.691E-13  4.913E-14 0
1218.292  2.539E-13  4.725E-14 0
1218.304  2.757E-13  4.837E-14 0
1218.316  2.960E-13  4.984E-14 0
1218.328  2.914E-13  4.959E-14 0
1218.340  2.888E-13  4.893E-14 0
1218.352  3.238E-13  5.113E-14 0
1218.364  3.675E-13  5.437E-14 0
1218.376  3.731E-13  5.466E-14 0
1218.388  3.985E-13  5.600E-14 0
1218.400  4.501E-13  5.901E-14 0
1218.412  4.933E-13  5.982E-14 0
1218.424  4.810E-13  5.965E-14 0
1218.436  4.345E-13  5.741E-14 0
1218.448  4.454E-13  5.701E-14 0
1218.460  4.092E-13  5.578E-14 0
1218.472  3.687E-13  5.398E-14 0
1218.484  3.499E-13  5.291E-14 0
1218.496  3.202E-13  5.225E-14 0
1218.508  3.081E-13  5.123E-14 0
1218.520  2.893E-13  4.997E-14 0
1218.532  2.517E-13  4.860E-14 0
1218.544  2.549E-13  4.953E-14 0
1218.556  2.133E-13  4.975E-14 0
1218.568  1.452E-13  4.965E-14 0
1218.580  1.602E-13  5.014E-14 0
1218.592  1.966E-13  4.760E-14 0
1218.604  2.237E-13  4.619E-14 0
1218.616  1.341E-13  4.021E-14 0
1218.628  1.732E-13  3.892E-14 0
1218.640  1.900E-13  3.926E-14 0
1218.652  1.382E-13  3.959E-14 0
1218.664  1.314E-13  3.904E-14 0
1218.676  1.092E-13  3.742E-14 0
1218.688  9.644E-14  3.784E-14 0
1218.700  1.416E-13  3.768E-14 1
1218.712  1.223E-13  3.540E-14 1
1218.724  1.048E-13  3.513E-14 1
1218.736  9.427E-14  3.553E-14 1
1218.748  9.441E-14  3.362E-14 1
1218.760  7.898E-14  3.442E-14 1
1218.772  9.507E-14  3.399E-14 1
1218.784  8.088E-14  3.655E-14 0
1218.796  9.359E-14  3.889E-14 0
1218.808  9.851E-14  3.772E-14 0
1218.820  7.805E-14  3.498E-14 0
1218.832  6.490E-14  3.441E-14 0
1218.844  5.406E-14  3.453E-14 0
1218.856  6.022E-14  3.205E-14 0
1218.868  9.502E-14  3.437E-14 0
1218.880  1.087E-13  3.467E-14 0
1218.892  9.927E-14  3.196E-14 0
1218.904  9.187E-14  3.205E-14 0
1218.916  9.528E-14  3.240E-14 0
1218.928  7.112E-14  3.419E-14 0
1218.940  7.847E-14  3.444E-14 0
1218.952  7.427E-14  3.465E-14 0
1218.964  7.432E-14  3.461E-14 0
1218.976  7.292E-14  3.353E-14 0
1218.988  5.485E-14  3.432E-14 0
1219.000  7.289E-14  3.515E-14 0
1219.012  9.341E-14  3.270E-14 0
1219.024  9.259E-14  3.126E-14 0
1219.036  8.890E-14  3.387E-14 0
1219.048  7.704E-14  3.198E-14 0
1219.060  7.340E-14  3.076E-14 0
1219.072  5.462E-14  3.301E-14 0
1219.084  4.742E-14  3.468E-14 0
1219.096  6.459E-14  3.298E-14 0
1219.108  6.905E-14  3.214E-14 0
1219.120  7.291E-14  3.242E-14 0
1219.132  7.455E-14  3.279E-14 0
1219.144  8.128E-14  3.211E-14 0
1219.156  3.794E-14  2.711E-14 0
1219.168  4.867E-14  2.740E-14 0
1219.180  4.169E-14  2.972E-14 0
1219.192  5.729E-14  2.968E-14 0
1219.204  7.383E-14  3.421E-14 0
1219.216  7.254E-14  3.478E-14 0
1219.228  6.749E-14  3.248E-14 0
1219.240  7.443E-14  3.312E-14 0
1219.252  7.412E-14  3.428E-14 0
1219.264  6.037E-14  3.468E-14 0
1219.276  5.441E-14  3.403E-14 0
1219.288  8.406E-14  3.758E-14 0
1219.300  3.206E-14  3.472E-14 0
1219.312  8.409E-14  3.690E-14 0
1219.324  1.294E-13  3.889E-14 0
