# (A) (ergs/cm**2/s/Angstrom)  (0= GOOD to 3= BAD) 
# WAVELENGTH FLUX    ERROR     DATA_QUALITY 
1667.860  1.004E-14  5.547E-15 0
1667.872  1.636E-14  8.426E-15 0
1667.884  6.588E-15  6.218E-15 0
1667.896  8.951E-15  6.778E-15 0
1667.908  1.435E-14  7.976E-15 0
1667.920  8.280E-15  7.220E-15 0
1667.932  2.177E-15  4.852E-15 0
1667.944  1.247E-15  2.346E-15 0
1667.956  3.084E-15  3.277E-15 0
1667.968  5.811E-15  5.513E-15 0
1667.980  8.934E-15  6.451E-15 0
1667.992  1.135E-14  6.552E-15 0
1668.004  1.300E-14  7.147E-15 0
1668.016  1.052E-14  6.866E-15 0
1668.028  1.883E-15  4.423E-15 0
1668.040  3.470E-15  5.368E-15 0
1668.052  8.241E-15  7.181E-15 0
1668.064  1.703E-14  9.062E-15 0
1668.076  2.167E-14  9.478E-15 0
1668.088  1.444E-14  8.157E-15 0
1668.100  6.041E-15  7.150E-15 0
1668.112  1.022E-14  7.256E-15 0
1668.124  9.983E-15  6.700E-15 0
1668.136  1.260E-14  6.907E-15 0
1668.148  8.984E-15  5.647E-15 0
1668.160  6.461E-15  6.479E-15 0
1668.172  4.613E-15  9.297E-15 0
1668.184  1.284E-14  9.558E-15 0
1668.196  1.776E-14  9.086E-15 0
1668.208  1.565E-14  8.507E-15 0
1668.220  5.936E-15  5.993E-15 0
1668.232  3.379E-15  4.859E-15 0
1668.244  6.701E-15  6.191E-15 0
1668.256  5.963E-15  4.894E-15 0
1668.268  5.667E-15  4.010E-15 0
1668.280  8.991E-15  7.290E-15 0
1668.292  6.910E-15  6.134E-15 0
1668.304  5.192E-15  5.127E-15 0
1668.316  4.933E-15  6.211E-15 0
1668.328  1.079E-14  7.036E-15 0
1668.340  1.770E-14  8.618E-15 0
1668.352  1.785E-14  8.238E-15 0
1668.364  7.046E-15  5.303E-15 0
1668.376  6.957E-15  6.243E-15 0
1668.388  1.230E-14  8.117E-15 0
1668.400  1.236E-14  7.917E-15 0
1668.412  9.114E-15  7.175E-15 0
1668.424  6.193E-15  6.129E-15 0
1668.436  1.301E-14  6.759E-15 0
1668.448  1.565E-14  8.286E-15 0
1668.460  1.443E-14  7.956E-15 0
1668.472  1.090E-14  6.057E-15 0
1668.484  6.891E-15  5.286E-15 0
1668.496  6.284E-15  5.812E-15 0
1668.508  7.116E-15  7.394E-15 0
1668.520  1.569E-14  1.004E-14 0
1668.532  2.611E-14  1.151E-14 0
1668.544  2.707E-14  1.111E-14 0
1668.556  2.053E-14  9.515E-15 0
1668.568  2.569E-14  9.934E-15 0
1668.580  3.389E-14  1.142E-14 0
1668.592  1.960E-14  8.891E-15 0
1668.604  1.743E-14  8.638E-15 0
1668.616  2.029E-14  9.429E-15 0
1668.628  1.592E-14  9.430E-15 0
1668.640  1.198E-14  9.057E-15 0
1668.652  1.268E-14  8.778E-15 0
1668.664  1.438E-14  7.639E-15 0
1668.676  5.121E-15  7.552E-15 0
1668.688 -9.698E-16  7.389E-15 0
1668.700  3.458E-15  4.747E-15 0
1668.712  3.330E-15  4.010E-15 0
1668.724  1.686E-15  4.150E-15 0
1668.736  5.917E-16  4.337E-15 0
1668.748  5.434E-15  4.669E-15 0
1668.760  6.121E-15  4.907E-15 0
1668.772  2.601E-15  5.769E-15 0
1668.784  8.714E-15  7.271E-15 0
1668.796  1.222E-14  7.448E-15 0
1668.808  1.361E-14  8.674E-15 0
1668.820  1.330E-14  9.094E-15 0
1668.832  1.267E-14  8.824E-15 0
1668.844  1.238E-14  7.421E-15 0
1668.856  4.286E-15  5.166E-15 0
1668.868  3.112E-15  5.080E-15 0
1668.880  8.666E-15  7.558E-15 0
1668.892  9.674E-15  7.982E-15 0
1668.904  8.799E-15  6.921E-15 0
1668.916  8.548E-15  6.870E-15 0
1668.928  7.556E-15  7.516E-15 0
1668.940  5.824E-15  7.794E-15 0
1668.952  5.278E-15  8.499E-15 0
1668.964  1.620E-14  9.327E-15 3
1668.976  1.156E-14  5.459E-15 3
1668.988  9.457E-15  5.411E-15 3
1669.000  2.204E-14  9.051E-15 3
1669.012  1.626E-14  7.183E-15 3
1669.024  1.140E-14  7.025E-15 3
1669.036  1.363E-14  7.160E-15 3
1669.048  8.639E-15  7.044E-15 3
1669.060  3.105E-15  7.913E-15 3
1669.072 -8.994E-16  6.435E-15 3
1669.084  1.496E-15  4.905E-15 3
1669.096  4.823E-15  4.688E-15 3
1669.108  5.509E-15  6.315E-15 0
1669.120  6.952E-15  6.436E-15 0
1669.132  6.614E-15  6.080E-15 0
1669.144  5.112E-15  6.645E-15 0
1669.156  3.883E-15  7.579E-15 0
1669.168  2.212E-15  7.038E-15 0
1669.180  1.079E-14  7.195E-15 0
1669.192  7.837E-15  7.884E-15 0
1669.204  2.650E-15  5.609E-15 0
1669.216  6.047E-15  4.903E-15 0
1669.228  4.581E-15  3.087E-15 0
1669.240  3.357E-15  2.623E-15 0
1669.252  6.175E-15  5.805E-15 0
1669.264  1.233E-14  7.448E-15 0
1669.276  1.766E-14  8.343E-15 0
1669.288  1.796E-14  8.384E-15 0
1669.300  7.584E-15  6.571E-15 0
1669.312  7.330E-15  6.283E-15 0
1669.324  7.114E-15  5.685E-15 0
1669.336  7.878E-15  4.075E-15 0
1669.348  1.448E-14  5.871E-15 0
1669.360  1.275E-14  6.476E-15 0
1669.372  6.923E-15  4.630E-15 0
1669.384  6.674E-15  4.704E-15 0
1669.396  7.276E-15  5.078E-15 0
1669.408  1.168E-14  6.886E-15 0
1669.420  8.635E-15  5.515E-15 0
1669.432  9.464E-15  6.047E-15 0
1669.444  1.434E-14  8.250E-15 0
1669.456  1.307E-14  8.954E-15 0
1669.468  9.456E-15  8.629E-15 0
1669.480  4.766E-15  8.285E-15 0
1669.492  7.088E-15  7.814E-15 0
1669.504  7.945E-15  6.942E-15 0
1669.516  4.464E-15  5.539E-15 0
1669.528  6.058E-15  8.021E-15 0
1669.540  1.581E-15  8.121E-15 0
1669.552 -2.707E-15  8.762E-15 0
1669.564  7.674E-15  9.540E-15 0
1669.576  1.170E-14  8.672E-15 0
1669.588  8.111E-15  6.840E-15 0
1669.600  1.237E-14  7.437E-15 0
1669.612  1.011E-14  6.205E-15 0
1669.624  4.108E-16  3.479E-15 0
1669.636  1.590E-16  4.603E-15 0
1669.648  8.698E-15  6.022E-15 0
1669.660  1.891E-14  8.509E-15 0
1669.672  1.696E-14  9.260E-15 0
1669.684  1.301E-14  9.187E-15 0
1669.696  1.016E-14  8.325E-15 0
1669.708  7.130E-15  6.935E-15 0
1669.720  1.353E-14  8.212E-15 0
1669.732  1.846E-14  9.695E-15 0
1669.744  2.803E-14  1.162E-14 0
1669.756  2.943E-14  1.109E-14 0
1669.768  2.922E-14  1.071E-14 0
1669.780  2.483E-14  9.960E-15 0
1669.792  2.425E-14  1.058E-14 0
1669.804  2.171E-14  9.965E-15 0
1669.816  1.111E-14  7.244E-15 0
1669.828  8.499E-15  7.196E-15 0
1669.840  1.132E-14  8.837E-15 0
1669.852  1.418E-14  9.872E-15 0
1669.864  1.852E-14  9.555E-15 0
1669.876  1.907E-14  8.861E-15 0
1669.888  1.317E-14  7.461E-15 0
1669.900 -1.597E-15  5.052E-15 0
1669.912 -1.800E-15  4.938E-15 0
1669.924  6.222E-15  6.365E-15 0
1669.936  8.868E-15  6.423E-15 0
1669.948  4.264E-15  5.104E-15 0
1669.960  1.524E-15  5.076E-15 0
1669.972  5.742E-15  7.019E-15 0
1669.984  1.007E-14  8.136E-15 0
1669.996  1.138E-14  8.419E-15 0
1670.008  1.228E-14  9.315E-15 0
1670.020  7.509E-15  7.853E-15 0
1670.032  1.376E-15  6.059E-15 0
1670.044  1.132E-15  5.606E-15 0
1670.056  1.699E-15  5.487E-15 0
1670.068  8.563E-16  6.296E-15 0
1670.080 -1.545E-16  8.573E-15 0
1670.092  3.348E-15  5.753E-15 0
1670.104  8.040E-15  6.813E-15 0
1670.116  1.749E-14  8.975E-15 0
1670.128  1.648E-14  8.823E-15 0
1670.140  1.137E-14  8.441E-15 0
1670.152  8.613E-15  8.756E-15 0
1670.164  1.247E-14  8.372E-15 0
1670.176  1.114E-14  6.789E-15 0
1670.188  3.752E-15  5.348E-15 0
1670.200  3.925E-15  8.079E-15 0
1670.212  5.216E-15  8.612E-15 0
1670.224  1.003E-14  7.202E-15 0
1670.236  7.177E-15  6.948E-15 0
1670.248  1.259E-14  7.873E-15 0
1670.260  2.182E-14  1.040E-14 0
1670.272  1.093E-14  9.623E-15 0
1670.284  1.240E-14  9.033E-15 0
1670.296  1.854E-14  8.918E-15 0
1670.308  1.065E-14  7.377E-15 0
1670.320  3.985E-15  5.487E-15 0
1670.332  3.398E-15  5.043E-15 0
1670.344  7.081E-15  6.732E-15 0
1670.356  4.967E-15  7.029E-15 0
1670.368  8.796E-15  8.311E-15 0
1670.380  1.700E-14  9.540E-15 0
1670.392  1.163E-14  8.495E-15 0
1670.404  1.355E-14  8.623E-15 0
1670.416  2.698E-14  1.181E-14 0
1670.428  2.073E-14  1.007E-14 0
1670.440  1.315E-14  6.173E-15 0
1670.452  1.040E-14  5.634E-15 0
1670.464  1.444E-14  7.814E-15 0
1670.476  8.543E-15  8.299E-15 0
1670.488  1.080E-15  7.843E-15 0
1670.500  7.090E-15  8.205E-15 0
1670.512  1.199E-14  9.567E-15 0
1670.524  1.542E-14  1.009E-14 0
1670.536  3.614E-14  1.349E-14 0
1670.548  2.540E-14  1.010E-14 0
1670.560  9.687E-15  6.775E-15 0
1670.572  1.285E-14  8.383E-15 0
1670.584  2.088E-14  1.083E-14 0
1670.596  3.107E-14  1.266E-14 0
1670.608  3.185E-14  1.256E-14 0
1670.620  1.706E-14  1.074E-14 0
1670.632  1.572E-14  1.069E-14 0
1670.644  4.689E-14  1.578E-14 0
1670.656  5.565E-14  1.638E-14 0
1670.668  5.570E-14  1.593E-14 0
1670.680  4.404E-14  1.472E-14 0
1670.692  6.718E-14  1.745E-14 0
1670.704  9.802E-14  2.098E-14 0
1670.716  1.312E-13  2.431E-14 0
1670.728  1.445E-13  2.565E-14 0
1670.740  1.815E-13  2.869E-14 0
1670.752  2.453E-13  3.355E-14 0
1670.764  3.110E-13  3.767E-14 0
1670.776  3.762E-13  4.138E-14 0
1670.788  4.082E-13  4.303E-14 0
1670.800  4.224E-13  4.390E-14 0
1670.812  4.581E-13  4.580E-14 0
1670.824  5.174E-13  4.866E-14 0
1670.836  6.040E-13  5.271E-14 0
1670.848  6.213E-13  5.346E-14 0
1670.860  6.428E-13  5.443E-14 0
1670.872  7.071E-13  5.743E-14 0
1670.884  7.174E-13  5.804E-14 0
1670.896  7.266E-13  5.827E-14 0
1670.908  7.014E-13  5.716E-14 0
1670.920  6.765E-13  5.612E-14 0
1670.932  6.817E-13  5.626E-14 0
1670.944  6.591E-13  5.539E-14 0
1670.956  6.277E-13  5.414E-14 0
1670.968  5.747E-13  5.198E-14 0
1670.980  5.028E-13  4.848E-14 0
1670.992  4.438E-13  4.535E-14 0
1671.004  3.708E-13  4.119E-14 0
1671.016  2.366E-13  3.298E-14 3
1671.028  1.933E-13  2.996E-14 3
1671.040  1.621E-13  2.734E-14 3
1671.052  7.802E-14  1.800E-14 3
1671.064  1.691E-14  7.106E-15 3
1671.076  0.000E+00  5.923E-15 3
1671.088  0.000E+00  2.918E-15 3
1671.100  0.000E+00  1.081E-15 3
1671.112  0.000E+00  1.827E-16 3
1671.124  0.000E+00  0.000E+00 3
1671.136  0.000E+00  0.000E+00 3
1671.148  0.000E+00  0.000E+00 3
1671.160  0.000E+00  0.000E+00 3
1671.172  0.000E+00  0.000E+00 3
1671.184  0.000E+00  0.000E+00 3
1671.196  0.000E+00  0.000E+00 3
1671.208  0.000E+00  0.000E+00 3
1671.220  0.000E+00  0.000E+00 3
1671.232  0.000E+00  0.000E+00 3
1671.244  0.000E+00  0.000E+00 3
1671.256  0.000E+00  0.000E+00 3
1671.268  0.000E+00  0.000E+00 3
1671.280  0.000E+00  0.000E+00 3
1671.292  0.000E+00  0.000E+00 3
1671.304  0.000E+00  0.000E+00 3
1671.316  0.000E+00  0.000E+00 3
1671.328  0.000E+00  0.000E+00 3
1671.340  0.000E+00  0.000E+00 3
1671.352  0.000E+00  0.000E+00 3
1671.364  0.000E+00  0.000E+00 3
1671.376  0.000E+00  0.000E+00 3
1671.388  0.000E+00  0.000E+00 3
1671.400  0.000E+00  0.000E+00 3
1671.412  0.000E+00  0.000E+00 3
1671.424  0.000E+00  0.000E+00 3
1671.436  0.000E+00  0.000E+00 3
1671.448  0.000E+00  0.000E+00 3
1671.460  0.000E+00  0.000E+00 3
1671.472  0.000E+00  0.000E+00 3
1671.484  0.000E+00  0.000E+00 3
1671.496  0.000E+00  0.000E+00 3
1671.508  0.000E+00  0.000E+00 3
1671.520  0.000E+00  0.000E+00 3
1671.532  0.000E+00  0.000E+00 3
1671.544  0.000E+00  0.000E+00 3
1671.556  0.000E+00  0.000E+00 3
1671.568  0.000E+00  0.000E+00 3
1671.580  0.000E+00  0.000E+00 3
1671.592  0.000E+00  0.000E+00 3
1671.604  0.000E+00  0.000E+00 3
1671.616  0.000E+00  0.000E+00 3
1671.628  0.000E+00  0.000E+00 3
1671.640  0.000E+00  0.000E+00 3
1671.652  0.000E+00  0.000E+00 3
1671.664  0.000E+00  0.000E+00 3
1671.676  0.000E+00  0.000E+00 3
1671.688  0.000E+00  0.000E+00 3
1671.700  0.000E+00  0.000E+00 3
1671.712  0.000E+00  0.000E+00 3
1671.724  0.000E+00  0.000E+00 3
1671.736  0.000E+00  0.000E+00 3
1671.748  0.000E+00  3.262E-20 3
1671.760  0.000E+00  2.381E-16 3
1671.772  0.000E+00  8.727E-16 3
1671.784  0.000E+00  1.911E-15 3
1671.796  8.295E-19  2.416E-15 3
1671.808  7.082E-15  5.951E-15 3
1671.820  1.769E-14  1.194E-14 3
1671.832  1.942E-14  1.196E-14 0
1671.844  1.894E-14  1.136E-14 0
1671.856  1.535E-14  1.018E-14 0
1671.868  7.064E-15  1.066E-14 0
1671.880 -6.870E-16  1.142E-14 0
1671.892  7.283E-15  1.056E-14 0
1671.904  5.225E-15  1.037E-14 0
1671.916 -2.994E-15  1.039E-14 0
1671.928  1.999E-15  1.154E-14 0
1671.940  2.748E-15  1.193E-14 0
1671.952 -2.632E-15  1.135E-14 0
1671.964  1.135E-14  1.259E-14 0
1671.976  9.218E-16  1.123E-14 0
1671.988 -3.198E-15  1.034E-14 0
1672.000  1.534E-14  1.283E-14 0
1672.012  1.477E-14  1.340E-14 0
1672.024  1.524E-14  1.232E-14 0
1672.036  2.326E-14  1.239E-14 0
1672.048  2.690E-14  1.359E-14 0
1672.060  2.113E-14  1.287E-14 0
1672.072  5.079E-15  9.377E-15 0
1672.084 -2.939E-15  8.807E-15 0
1672.096 -2.822E-15  9.689E-15 0
1672.108 -3.393E-15  9.918E-15 0
1672.120  2.623E-15  1.085E-14 0
1672.132  1.426E-14  1.279E-14 0
1672.144  2.538E-14  1.480E-14 0
1672.156  2.507E-14  1.431E-14 0
1672.168  2.428E-14  1.430E-14 0
1672.180  1.137E-14  1.186E-14 0
1672.192  1.197E-15  1.146E-14 0
1672.204  3.581E-15  1.367E-14 0
1672.216  8.343E-15  1.186E-14 0
1672.228  1.349E-14  1.079E-14 0
1672.240  2.291E-14  1.288E-14 0
1672.252  1.810E-14  1.212E-14 0
1672.264  7.287E-15  9.599E-15 0
1672.276 -6.917E-16  8.516E-15 0
1672.288  4.035E-15  1.008E-14 0
1672.300  1.054E-14  9.761E-15 0
1672.312  9.709E-15  9.542E-15 0
1672.324  4.265E-15  1.045E-14 0
1672.336 -8.653E-16  1.103E-14 0
1672.348  7.304E-16  1.125E-14 0
1672.360  4.884E-15  1.091E-14 0
1672.372  2.956E-15  1.070E-14 0
1672.384 -2.223E-15  1.089E-14 0
1672.396  1.534E-15  7.223E-15 0
1672.408  4.017E-15  7.849E-15 0
1672.420  8.249E-15  1.156E-14 0
1672.432  1.990E-14  1.270E-14 0
1672.444  1.958E-14  1.149E-14 0
1672.456  4.239E-15  7.957E-15 0
1672.468  6.067E-15  7.940E-15 0
1672.480  1.492E-14  1.053E-14 0
1672.492  2.372E-14  1.306E-14 0
1672.504  1.250E-14  1.233E-14 0
1672.516  7.018E-16  9.185E-15 0
1672.528 -1.812E-15  5.652E-15 0
1672.540  1.196E-15  7.619E-15 0
1672.552  6.756E-15  1.034E-14 0
1672.564  4.339E-15  8.015E-15 0
1672.576  1.074E-15  8.652E-15 0
1672.588  4.592E-15  1.167E-14 0
1672.600  1.040E-14  1.319E-14 0
1672.612  1.418E-14  1.280E-14 0
1672.624  1.697E-14  1.195E-14 0
1672.636  7.278E-15  1.031E-14 0
1672.648  1.942E-15  9.761E-15 0
1672.660  1.416E-15  1.102E-14 0
1672.672  2.328E-14  1.451E-14 0
1672.684  2.692E-14  1.506E-14 0
1672.696  1.566E-14  1.432E-14 0
1672.708  1.132E-14  1.350E-14 0
1672.720  1.451E-14  1.409E-14 0
1672.732  2.395E-14  1.566E-14 0
1672.744  1.439E-14  1.439E-14 0
1672.756  1.497E-14  1.408E-14 0
1672.768  3.488E-14  1.484E-14 0
1672.780  1.286E-14  1.019E-14 0
1672.792 -1.744E-15  7.745E-15 0
1672.804  2.388E-15  8.759E-15 0
1672.816 -4.627E-15  6.488E-15 0
1672.828 -4.223E-15  6.645E-15 0
1672.840  4.647E-15  1.127E-14 0
1672.852  5.913E-15  1.033E-14 0
1672.864  2.962E-15  8.363E-15 0
1672.876 -8.012E-15  5.529E-15 0
1672.888  1.533E-14  1.151E-14 0
1672.900  1.871E-14  1.299E-14 0
1672.912 -8.026E-15  6.658E-15 0
1672.924 -3.679E-15  7.539E-15 0
1672.936  3.735E-15  1.001E-14 0
1672.948  9.055E-15  1.110E-14 0
1672.960  6.901E-15  9.008E-15 0
1672.972  1.445E-14  8.921E-15 0
1672.984  2.624E-14  1.173E-14 0
1672.996  1.453E-14  1.030E-14 0
1673.008  8.222E-15  9.302E-15 0
1673.020  2.111E-14  1.124E-14 0
1673.032  3.504E-14  1.312E-14 0
1673.044  2.923E-14  1.375E-14 0
1673.056  1.476E-14  1.254E-14 0
1673.068  1.454E-14  1.165E-14 0
1673.080  1.378E-14  1.177E-14 0
1673.092  9.299E-15  1.245E-14 0
1673.104  4.357E-15  9.201E-15 0
1673.116  5.225E-16  7.197E-15 0
1673.128  3.742E-15  7.953E-15 0
1673.140  4.193E-15  8.807E-15 0
1673.152  7.981E-15  9.855E-15 0
1673.164  1.376E-14  1.222E-14 0
1673.176  1.721E-14  1.264E-14 0
1673.188  1.590E-14  1.028E-14 0
1673.200  7.549E-15  8.623E-15 0
1673.212  9.678E-15  9.704E-15 0
1673.224  1.801E-14  1.187E-14 0
1673.236  2.077E-14  1.317E-14 0
1673.248  8.873E-15  1.056E-14 0
1673.260 -1.485E-15  7.922E-15 0
1673.272  1.223E-14  1.105E-14 0
1673.284  1.424E-14  1.035E-14 0
1673.296  1.231E-14  9.551E-15 0
1673.308  1.808E-14  1.281E-14 0
1673.320  1.362E-14  1.042E-14 0
1673.332  7.417E-15  9.691E-15 0
1673.344  2.161E-15  1.104E-14 0
1673.356  8.018E-15  1.294E-14 0
1673.368  1.833E-14  1.447E-14 0
1673.380  1.332E-14  1.135E-14 0
1673.392  1.075E-14  1.002E-14 0
1673.404  6.631E-15  9.901E-15 0
1673.416  8.771E-15  1.001E-14 0
1673.428  8.053E-15  9.379E-15 0
1673.440  6.376E-15  8.151E-15 0
1673.452  2.548E-15  7.526E-15 0
1673.464  3.087E-15  8.094E-15 0
1673.476  6.958E-15  8.960E-15 0
1673.488  8.822E-15  9.383E-15 0
1673.500  5.831E-15  9.674E-15 0
1673.512  1.179E-15  1.043E-14 0
1673.524  3.561E-14  1.629E-14 0
1673.536  4.415E-14  1.693E-14 0
1673.548  1.876E-14  1.234E-14 0
1673.560  1.750E-14  1.140E-14 0
1673.572  2.178E-14  1.181E-14 0
1673.584  2.557E-14  1.419E-14 0
1673.596  1.478E-14  1.122E-14 0
1673.608  1.686E-14  1.014E-14 0
1673.620  3.530E-14  1.299E-14 0
1673.632  2.703E-14  1.225E-14 0
1673.644  2.211E-14  1.184E-14 0
1673.656  2.250E-14  1.322E-14 0
1673.668  2.122E-14  1.315E-14 0
1673.680  1.961E-14  1.217E-14 0
1673.692  1.560E-14  1.096E-14 0
1673.704  1.518E-14  1.086E-14 0
1673.716  1.251E-14  1.067E-14 0
1673.728  1.295E-15  9.038E-15 0
1673.740  6.128E-15  9.625E-15 0
1673.752  1.890E-14  1.112E-14 0
1673.764  1.509E-14  1.000E-14 0
1673.776  6.704E-15  1.014E-14 0
1673.788 -6.665E-16  1.052E-14 0
1673.800  6.545E-15  9.327E-15 0
1673.812  9.559E-15  9.173E-15 0
1673.824  5.472E-15  8.693E-15 0
1673.836 -4.935E-16  8.258E-15 0
1673.848 -5.944E-15  8.074E-15 0
1673.860 -3.632E-15  8.634E-15 0
1673.872  1.719E-14  1.136E-14 0
1673.884  1.911E-14  1.035E-14 0
1673.896  1.421E-14  9.255E-15 0
1673.908  6.363E-15  9.111E-15 0
1673.920  3.514E-15  9.551E-15 0
1673.932  4.358E-15  9.881E-15 0
1673.944  1.281E-14  9.820E-15 0
1673.956  1.544E-14  1.028E-14 0
1673.968  1.248E-14  1.094E-14 0
1673.980  2.647E-14  1.240E-14 0
1673.992  1.989E-14  1.267E-14 0
1674.004  5.506E-15  1.208E-14 0
1674.016  9.761E-15  1.231E-14 0
1674.028  8.866E-15  1.069E-14 0
1674.040  3.405E-15  7.650E-15 0
1674.052  1.157E-14  1.099E-14 0
1674.064  7.799E-15  1.059E-14 0
1674.076  1.769E-15  7.103E-15 0
1674.088  5.301E-15  8.657E-15 0
1674.100  9.965E-15  1.023E-14 0
1674.112  1.340E-14  1.030E-14 0
1674.124  2.435E-14  1.271E-14 0
1674.136  2.245E-14  1.183E-14 0
1674.148  4.356E-15  6.767E-15 0
1674.160 -2.595E-15  5.056E-15 0
1674.172 -4.473E-15  6.694E-15 0
1674.184 -3.456E-15  9.302E-15 0
1674.196  1.101E-14  1.108E-14 0
1674.208  1.872E-14  1.114E-14 0
1674.220  3.513E-15  8.568E-15 0
1674.232  1.273E-15  7.595E-15 0
1674.244  1.113E-14  8.379E-15 0
1674.256  3.562E-14  1.299E-14 0
1674.268  3.332E-14  1.265E-14 0
1674.280  2.527E-14  1.069E-14 0
1674.292  3.505E-14  1.336E-14 0
1674.304  4.117E-14  1.431E-14 0
1674.316  4.542E-14  1.534E-14 0
1674.328  5.537E-14  1.727E-14 0
1674.340  7.044E-14  1.935E-14 0
1674.352  8.301E-14  2.056E-14 0
1674.364  9.513E-14  2.147E-14 0
1674.376  6.666E-14  1.748E-14 0
1674.388  4.452E-14  1.445E-14 0
1674.400  4.269E-14  1.533E-14 0
1674.412  2.729E-14  1.388E-14 0
1674.424  1.574E-14  1.183E-14 0
1674.436  1.592E-14  9.562E-15 0
1674.448  1.579E-14  8.956E-15 0
1674.460  1.433E-14  9.485E-15 0
1674.472  9.793E-15  1.032E-14 0
1674.484  1.833E-14  1.055E-14 0
1674.496  3.256E-14  1.189E-14 0
1674.508  2.794E-14  1.187E-14 0
1674.520  2.182E-14  1.190E-14 0
1674.532  1.882E-14  1.156E-14 0
1674.544  1.524E-14  1.058E-14 0
1674.556  2.121E-14  1.131E-14 0
1674.568  2.668E-14  1.237E-14 0
1674.580  1.073E-14  1.197E-14 0
1674.592  9.369E-15  1.208E-14 0
1674.604  1.772E-14  1.128E-14 0
1674.616  1.503E-14  1.013E-14 0
1674.628  1.217E-14  9.903E-15 0
1674.640  1.148E-14  9.381E-15 0
1674.652  6.662E-15  1.018E-14 0
1674.664  1.347E-14  1.104E-14 0
1674.676  2.095E-14  1.071E-14 0
1674.688  6.821E-15  9.940E-15 0
1674.700  4.088E-15  1.014E-14 0
1674.712  1.622E-14  1.190E-14 0
1674.724  1.642E-14  1.149E-14 0
1674.736  1.040E-14  1.049E-14 0
1674.748  8.185E-15  9.931E-15 0
1674.760  1.479E-14  1.122E-14 0
1674.772  1.523E-14  1.301E-14 0
1674.784  1.898E-14  1.480E-14 0
1674.796  3.150E-14  1.416E-14 0
1674.808  3.232E-14  1.350E-14 0
1674.820  2.979E-14  1.401E-14 0
1674.832  3.106E-14  1.518E-14 0
1674.844  2.372E-14  1.443E-14 0
1674.856  1.684E-14  1.320E-14 0
1674.868  2.518E-14  1.263E-14 0
1674.880  2.666E-14  1.186E-14 0
1674.892  2.007E-14  1.107E-14 0
1674.904  2.476E-14  1.090E-14 0
1674.916  2.652E-14  1.074E-14 0
1674.928  1.494E-14  9.434E-15 0
1674.940  9.528E-15  8.303E-15 0
1674.952  8.596E-15  7.753E-15 0
1674.964  9.547E-15  8.033E-15 0
1674.976  1.522E-14  9.711E-15 0
1674.988  1.122E-14  9.904E-15 0
1675.000  2.155E-15  6.917E-15 0
1675.012  6.935E-15  6.971E-15 0
1675.024  1.295E-14  7.951E-15 0
1675.036  1.045E-14  8.030E-15 0
1675.048  4.631E-15  7.641E-15 0
1675.060  1.691E-15  8.704E-15 0
1675.072  7.351E-15  1.089E-14 0
1675.084  5.374E-15  8.864E-15 0
1675.096  5.717E-15  8.270E-15 0
1675.108  1.852E-14  1.019E-14 0
1675.120  1.166E-14  7.757E-15 0
1675.132  4.473E-15  7.247E-15 0
1675.144 -5.068E-16  8.678E-15 0
1675.156  1.497E-15  9.105E-15 0
1675.168  5.383E-15  8.480E-15 0
1675.180  9.280E-15  8.687E-15 0
1675.192  2.121E-14  9.859E-15 0
1675.204  2.501E-14  1.007E-14 0
1675.216  2.127E-14  9.810E-15 0
1675.228  1.843E-14  1.109E-14 0
1675.240  1.486E-14  1.158E-14 0
1675.252  2.392E-14  1.174E-14 0
1675.264  3.885E-14  1.349E-14 0
1675.276  4.523E-14  1.434E-14 0
1675.288  4.398E-14  1.499E-14 0
1675.300  4.067E-14  1.465E-14 0
1675.312  4.112E-14  1.439E-14 0
1675.324  4.786E-14  1.615E-14 0
1675.336  4.063E-14  1.425E-14 0
1675.348  3.387E-14  1.236E-14 0
1675.360  2.247E-14  1.099E-14 0
1675.372  1.809E-14  1.016E-14 0
1675.384  2.038E-14  9.267E-15 0
1675.396  1.497E-14  8.446E-15 0
1675.408  1.204E-14  9.130E-15 0
1675.420  9.841E-15  9.766E-15 0
1675.432  4.448E-15  9.368E-15 0
1675.444 -6.421E-16  6.862E-15 0
1675.456 -2.766E-15  5.841E-15 0
1675.468  1.455E-14  9.419E-15 0
1675.480  2.080E-14  1.097E-14 0
1675.492  1.300E-14  9.328E-15 0
1675.504  1.316E-14  8.817E-15 0
1675.516  1.378E-14  8.545E-15 0
1675.528  1.485E-14  8.518E-15 0
1675.540  5.786E-15  7.092E-15 0
1675.552  5.059E-15  7.324E-15 0
1675.564  1.046E-14  8.618E-15 0
1675.576  1.057E-14  8.387E-15 0
1675.588  8.097E-15  8.403E-15 0
1675.600  1.141E-14  9.203E-15 0
1675.612  1.336E-14  8.171E-15 0
1675.624  9.870E-15  7.793E-15 0
1675.636  4.175E-15  9.886E-15 0
1675.648 -4.530E-15  9.345E-15 0
1675.660 -4.942E-15  7.797E-15 0
1675.672 -1.191E-15  7.192E-15 0
1675.684  6.806E-16  7.548E-15 0
1675.696 -3.576E-15  7.009E-15 0
1675.708 -7.473E-15  7.141E-15 0
1675.720  2.312E-15  8.665E-15 0
1675.732  1.112E-14  8.994E-15 0
1675.744  8.646E-15  8.402E-15 0
1675.756  3.113E-15  9.925E-15 0
1675.768  3.090E-15  1.164E-14 0
1675.780  1.526E-14  1.143E-14 0
