# wavelength (nm) photoabsorption  photodissociation  photoionisation (cm^2) at 230 K from O. Venot 2017
1.1407E+02,    4.08104E-18,    4.08012E-18     0.0E+00
1.1410E+02,    4.28662E-18,    4.28529E-18     0.0E+00
1.1413E+02,    4.50061E-18,    4.49963E-18     0.0E+00
1.1417E+02,    4.79201E-18,    4.79145E-18     0.0E+00
1.1420E+02,    5.11331E-18,    5.11331E-18     0.0E+00
1.1423E+02,    5.18228E-18,    5.18228E-18     0.0E+00
1.1427E+02,    5.12568E-18,    5.12568E-18     0.0E+00
1.1430E+02,    5.50001E-18,    5.50001E-18     0.0E+00
1.1433E+02,    5.32262E-18,    5.32262E-18     0.0E+00
1.1437E+02,    5.32111E-18,    5.32111E-18     0.0E+00
1.1440E+02,    4.84417E-18,    4.84417E-18     0.0E+00
1.1443E+02,    4.28455E-18,    4.28455E-18     0.0E+00
1.1447E+02,    3.59639E-18,    3.59639E-18     0.0E+00
1.1450E+02,    3.04049E-18,    3.04049E-18     0.0E+00
1.1453E+02,    2.60418E-18,    2.60409E-18     0.0E+00
1.1457E+02,    2.25483E-18,    2.25465E-18     0.0E+00
1.1460E+02,    2.03335E-18,    2.03308E-18     0.0E+00
1.1463E+02,    1.90618E-18,    1.90602E-18     0.0E+00
1.1467E+02,    1.79858E-18,    1.79851E-18     0.0E+00
1.1470E+02,    1.72680E-18,    1.72680E-18     0.0E+00
1.1473E+02,    1.70610E-18,    1.70568E-18     0.0E+00
1.1477E+02,    1.80776E-18,    1.80699E-18     0.0E+00
1.1480E+02,    2.04747E-18,    2.04632E-18     0.0E+00
1.1483E+02,    2.47554E-18,    2.47379E-18     0.0E+00
1.1487E+02,    2.98724E-18,    2.98475E-18     0.0E+00
1.1490E+02,    3.22146E-18,    3.21841E-18     0.0E+00
1.1493E+02,    3.13101E-18,    3.12886E-18     0.0E+00
1.1497E+02,    2.82696E-18,    2.82590E-18     0.0E+00
1.1500E+02,    2.47335E-18,    2.47335E-18     0.0E+00
1.1503E+02,    2.16666E-18,    2.16666E-18     0.0E+00
1.1507E+02,    1.89014E-18,    1.89014E-18     0.0E+00
1.1510E+02,    1.64347E-18,    1.64347E-18     0.0E+00
1.1513E+02,    1.44861E-18,    1.44861E-18     0.0E+00
1.1517E+02,    1.18522E-18,    1.18522E-18     0.0E+00
1.1520E+02,    1.01279E-18,    1.01279E-18     0.0E+00
1.1523E+02,    8.46068E-19,    8.46068E-19     0.0E+00
1.1527E+02,    7.15710E-19,    7.15710E-19     0.0E+00
1.1530E+02,    6.29919E-19,    6.29919E-19     0.0E+00
1.1533E+02,    5.53593E-19,    5.53593E-19     0.0E+00
1.1537E+02,    4.73686E-19,    4.73686E-19     0.0E+00
1.1540E+02,    4.02903E-19,    4.02903E-19     0.0E+00
1.1543E+02,    3.54585E-19,    3.54585E-19     0.0E+00
1.1547E+02,    3.52477E-19,    3.52477E-19     0.0E+00
1.1550E+02,    4.06223E-19,    4.06223E-19     0.0E+00
1.1553E+02,    5.59968E-19,    5.59293E-19     0.0E+00
1.1557E+02,    8.12130E-19,    8.10794E-19     0.0E+00
1.1560E+02,    1.44139E-18,    1.43869E-18     0.0E+00
1.1563E+02,    2.39828E-18,    2.39355E-18     0.0E+00
1.1567E+02,    3.50511E-18,    3.49791E-18     0.0E+00
1.1570E+02,    4.68858E-18,    4.67863E-18     0.0E+00
1.1573E+02,    3.74218E-18,    3.73596E-18     0.0E+00
1.1577E+02,    2.67595E-18,    2.67326E-18     0.0E+00
1.1580E+02,    1.91029E-18,    1.91029E-18     0.0E+00
1.1583E+02,    1.29211E-18,    1.29211E-18     0.0E+00
1.1587E+02,    1.00880E-18,    1.00880E-18     0.0E+00
1.1590E+02,    8.09366E-19,    8.09366E-19     0.0E+00
1.1593E+02,    6.51398E-19,    6.51398E-19     0.0E+00
1.1597E+02,    5.40098E-19,    5.40098E-19     0.0E+00
1.1600E+02,    4.66301E-19,    4.66301E-19     0.0E+00
1.1603E+02,    4.05734E-19,    4.05734E-19     0.0E+00
1.1607E+02,    3.38798E-19,    3.38798E-19     0.0E+00
1.1610E+02,    2.88225E-19,    2.88225E-19     0.0E+00
1.1613E+02,    2.45471E-19,    2.45471E-19     0.0E+00
1.1617E+02,    2.12045E-19,    2.12045E-19     0.0E+00
1.1620E+02,    1.87614E-19,    1.87614E-19     0.0E+00
1.1623E+02,    1.67778E-19,    1.67778E-19     0.0E+00
1.1627E+02,    1.56209E-19,    1.56209E-19     0.0E+00
1.1630E+02,    1.47962E-19,    1.47962E-19     0.0E+00
1.1633E+02,    1.48005E-19,    1.48005E-19     0.0E+00
1.1637E+02,    1.58940E-19,    1.58940E-19     0.0E+00
1.1640E+02,    1.82373E-19,    1.82373E-19     0.0E+00
1.1643E+02,    2.52265E-19,    2.52103E-19     0.0E+00
1.1647E+02,    3.66220E-19,    3.65829E-19     0.0E+00
1.1650E+02,    5.28479E-19,    5.27755E-19     0.0E+00
1.1653E+02,    6.94742E-19,    6.93988E-19     0.0E+00
1.1657E+02,    6.39850E-19,    6.39371E-19     0.0E+00
1.1660E+02,    4.89807E-19,    4.89636E-19     0.0E+00
1.1663E+02,    3.53678E-19,    3.53575E-19     0.0E+00
1.1667E+02,    2.53587E-19,    2.53538E-19     0.0E+00
1.1670E+02,    1.98975E-19,    1.98975E-19     0.0E+00
1.1673E+02,    1.70474E-19,    1.70474E-19     0.0E+00
1.1677E+02,    1.59196E-19,    1.59196E-19     0.0E+00
1.1680E+02,    1.57865E-19,    1.57865E-19     0.0E+00
1.1683E+02,    1.58990E-19,    1.58974E-19     0.0E+00
1.1687E+02,    1.59198E-19,    1.59163E-19     0.0E+00
1.1690E+02,    1.51583E-19,    1.51529E-19     0.0E+00
1.1693E+02,    1.32966E-19,    1.32930E-19     0.0E+00
1.1697E+02,    1.11625E-19,    1.11608E-19     0.0E+00
1.1700E+02,    9.51614E-20,    9.51614E-20     0.0E+00
1.1703E+02,    8.10509E-20,    8.10509E-20     0.0E+00
1.1707E+02,    6.83832E-20,    6.83832E-20     0.0E+00
1.1710E+02,    6.09543E-20,    6.09543E-20     0.0E+00
1.1713E+02,    6.22970E-20,    6.22793E-20     0.0E+00
1.1717E+02,    6.40545E-20,    6.40231E-20     0.0E+00
1.1720E+02,    7.08359E-20,    7.07901E-20     0.0E+00
1.1723E+02,    9.14689E-20,    9.14353E-20     0.0E+00
1.1727E+02,    1.11684E-19,    1.11666E-19     0.0E+00
1.1730E+02,    1.31603E-19,    1.31603E-19     0.0E+00
1.1733E+02,    1.49482E-19,    1.49362E-19     0.0E+00
1.1737E+02,    1.71023E-19,    1.70794E-19     0.0E+00
1.1740E+02,    2.05307E-19,    2.04953E-19     0.0E+00
1.1743E+02,    2.98952E-19,    2.98412E-19     0.0E+00
1.1747E+02,    4.51732E-19,    4.50881E-19     0.0E+00
1.1750E+02,    5.17105E-19,    5.16091E-19     0.0E+00
1.1753E+02,    4.09665E-19,    4.09012E-19     0.0E+00
1.1757E+02,    2.58391E-19,    2.58128E-19     0.0E+00
1.1760E+02,    1.52331E-19,    1.52331E-19     0.0E+00
1.1763E+02,    9.90754E-20,    9.90754E-20     0.0E+00
1.1767E+02,    6.51835E-20,    6.51835E-20     0.0E+00
1.1770E+02,    4.85548E-20,    4.85548E-20     0.0E+00
1.1773E+02,    4.34282E-20,    4.34282E-20     0.0E+00
