#The solar chemical composition K.Lodders 2009:
C   8.4434
H   12.00          
He  10.9864
N   7.9130
O   8.7826
P   5.5058
S   7.12
Si  7.5867
Ti  4.95
V   3.93
Cl  5.3002
K   5.1619
Na  6.3479
Mg  7.5995
F   4.49196
