# wavelength (nm) photoabsorption  photodissociation  photoionisation (Plane calculation)
120,	6.64706E-20,	6.64706E-20, 0.0
121,	1.64535E-19,	1.64535E-19, 0.0
122,	3.67344E-19,	3.67344E-19, 0.0
123,	7.43197E-19,	7.43197E-19, 0.0
124,	1.36864E-18,	1.36864E-18, 0.0
125,	2.30398E-18,	2.30398E-18, 0.0
126,	3.55996E-18,	3.55996E-18, 0.0
127,	5.06869E-18,	5.06869E-18, 0.0
128,	6.6755E-18,	6.6755E-18, 0.0
129,	8.16304E-18,	8.16304E-18, 0.0
130,	9.30474E-18,	9.30474E-18, 0.0
131,	9.93034E-18,	9.93034E-18, 0.0
132,	9.97952E-18,	9.97952E-18, 0.0
133,	9.52462E-18,	9.52462E-18, 0.0
134,	8.75722E-18,	8.75722E-18, 0.0
135,	7.9464E-18,	7.9464E-18, 0.0
136,	7.3843E-18,	7.3843E-18, 0.0
137,	7.33295E-18,	7.33295E-18, 0.0
138,	7.98163E-18,	7.98163E-18, 0.0
139,	9.41824E-18,	9.41824E-18, 0.0
140,	1.16163E-17,	1.16163E-17, 0.0
141,	1.44384E-17,	1.44384E-17, 0.0
142,	1.76579E-17,	1.76579E-17, 0.0
143,	2.09951E-17,	2.09951E-17, 0.0
144,	2.41648E-17,	2.41648E-17, 0.0
145,	2.69216E-17,	2.69216E-17, 0.0
146,	2.90955E-17,	2.90955E-17, 0.0
147,	3.0606E-17,	3.0606E-17, 0.0
148,	3.14554E-17,	3.14554E-17, 0.0
149,	3.17052E-17,	3.17052E-17, 0.0
150,	3.14445E-17,	3.14445E-17, 0.0
151,	3.07619E-17,	3.07619E-17, 0.0
152,	2.97284E-17,	2.97284E-17, 0.0
153,	2.83934E-17,	2.83934E-17, 0.0
154,	2.67919E-17,	2.67919E-17, 0.0
155,	2.49583E-17,	2.49583E-17, 0.0
156,	2.29382E-17,	2.29382E-17, 0.0
157,	2.07964E-17,	2.07964E-17, 0.0
158,	1.86159E-17,	1.86159E-17, 0.0
159,	1.64915E-17,	1.64915E-17, 0.0
160,	1.45179E-17,	1.45179E-17, 0.0
161,	1.27776E-17,	1.27776E-17, 0.0
162,	1.13299E-17,	1.13299E-17, 0.0
163,	1.0205E-17,	1.0205E-17, 0.0
164,	9.40124E-18,	9.40124E-18, 0.0
165,	8.88879E-18,	8.88879E-18, 0.0
166,	8.61521E-18,	8.61521E-18, 0.0
167,	8.51401E-18,	8.51401E-18, 0.0
168,	8.51357E-18,	8.51357E-18, 0.0
169,	8.54549E-18,	8.54549E-18, 0.0
170,	8.55135E-18,	8.55135E-18, 0.0
171,	8.48736E-18,	8.48736E-18, 0.0
172,	8.32661E-18,	8.32661E-18, 0.0
173,	8.05924E-18,	8.05924E-18, 0.0
174,	7.69063E-18,	7.69063E-18, 0.0
175,	7.23842E-18,	7.23842E-18, 0.0
176,	6.72869E-18,	6.72869E-18, 0.0
177,	6.19202E-18,	6.19202E-18, 0.0
178,	5.65981E-18,	5.65981E-18, 0.0
179,	5.16113E-18,	5.16113E-18, 0.0
180,	4.72049E-18,	4.72049E-18, 0.0
181,	4.35637E-18,	4.35637E-18, 0.0
182,	4.08062E-18,	4.08062E-18, 0.0
183,	3.89853E-18,	3.89853E-18, 0.0
