# wavelength (nm) photoabsorption    photodissociation    photoionisation (cm^2) at 1630K
1.163E+02 , 4.949231080011E-18, 4.949231080011E-18,            0
1.163E+02 , 4.448981042989E-18, 4.448981042989E-18,            0
1.163E+02 , 5.012659477072E-18, 5.012659477072E-18,            0
1.163E+02 , 7.101377578645E-18, 7.101377578645E-18,            0
1.163E+02 , 7.703094815871E-18, 7.703094815871E-18,            0
1.164E+02 , 6.596791913253E-18, 6.596791913253E-18,            0
1.164E+02 , 4.215677073070E-18, 4.215677073070E-18,            0
1.164E+02 , 4.123406761542E-18, 4.123406761542E-18,            0
1.164E+02 , 4.077965860648E-18, 4.077965860648E-18,            0
1.164E+02 , 3.865055856246E-18, 3.865055856246E-18,            0
1.164E+02 , 3.908836569709E-18, 3.908836569709E-18,            0
1.164E+02 , 4.010316607458E-18, 4.010316607458E-18,            0
1.164E+02 , 3.462869901761E-18, 3.462869901761E-18,            0
1.164E+02 , 3.613154170845E-18, 3.613154170845E-18,            0
1.164E+02 , 5.071810771413E-18, 5.071810771413E-18,            0
1.165E+02 , 4.095510635421E-18, 4.095510635421E-18,            0
1.165E+02 , 3.683613954969E-18, 3.683613954969E-18,            0
1.165E+02 , 4.523428214048E-18, 4.523428214048E-18,            0
1.165E+02 , 4.099458795017E-18, 4.099458795017E-18,            0
1.165E+02 , 3.714017468913E-18, 3.714017468913E-18,            0
1.165E+02 , 3.823667702042E-18, 3.823667702042E-18,            0
1.165E+02 , 3.981802594263E-18, 3.981802594263E-18,            0
1.165E+02 , 4.586960868023E-18, 4.586960868023E-18,            0
1.165E+02 , 4.680157966905E-18, 4.680157966905E-18,            0
1.165E+02 , 4.618341875391E-18, 4.618341875391E-18,            0
1.166E+02 , 3.581510914883E-18, 3.581510914883E-18,            0
1.166E+02 , 4.355203098802E-18, 4.355203098802E-18,            0
1.166E+02 , 5.850139464025E-18, 5.850139464025E-18,            0
1.166E+02 , 6.028599476167E-18, 6.028599476167E-18,            0
1.166E+02 , 5.170043784517E-18, 5.170043784517E-18,            0
1.166E+02 , 3.831199886707E-18, 3.831199886707E-18,            0
1.166E+02 , 3.642181872768E-18, 3.642181872768E-18,            0
1.166E+02 , 3.656839355125E-18, 3.656839355125E-18,            0
1.166E+02 , 4.431700833099E-18, 4.431700833099E-18,            0
1.166E+02 , 4.369644447703E-18, 4.369644447703E-18,            0
1.167E+02 , 4.289693126237E-18, 4.289693126237E-18,            0
1.167E+02 , 3.047118437428E-18, 3.047118437428E-18,            0
1.167E+02 , 3.241515221371E-18, 3.241515221371E-18,            0
1.167E+02 , 4.173845357736E-18, 4.173845357736E-18,            0
1.167E+02 , 4.170648053025E-18, 4.170648053025E-18,            0
1.167E+02 , 4.206654206221E-18, 4.206654206221E-18,            0
1.167E+02 , 4.449693881536E-18, 4.449693881536E-18,            0
1.167E+02 , 4.835049735657E-18, 4.835049735657E-18,            0
1.167E+02 , 5.166781158551E-18, 5.166781158551E-18,            0
1.167E+02 , 4.678280447055E-18, 4.678280447055E-18,            0
1.168E+02 , 4.857044351365E-18, 4.857044351365E-18,            0
1.168E+02 , 5.538068823204E-18, 5.538068823204E-18,            0
1.168E+02 , 6.019278592661E-18, 6.019278592661E-18,            0
1.168E+02 , 6.023032143021E-18, 6.023032143021E-18,            0
1.168E+02 , 5.085092534694E-18, 5.085092534694E-18,            0
1.168E+02 , 5.222745659736E-18, 5.222745659736E-18,            0
1.168E+02 , 5.337001641513E-18, 5.337001641513E-18,            0
1.168E+02 , 1.229652056132E-17, 1.229652056132E-17,            0
1.168E+02 , 6.712503467682E-18, 6.712503467682E-18,            0
1.168E+02 , 4.763788538923E-18, 4.763788538923E-18,            0
1.169E+02 , 4.713985244284E-18, 4.713985244284E-18,            0
1.169E+02 , 4.812594090382E-18, 4.812594090382E-18,            0
1.169E+02 , 5.590289850693E-18, 5.590289850693E-18,            0
1.169E+02 , 3.926058454755E-18, 3.926058454755E-18,            0
1.169E+02 , 3.108539291117E-18, 3.108539291117E-18,            0
1.169E+02 , 3.226881728183E-18, 3.226881728183E-18,            0
1.169E+02 , 3.562247268286E-18, 3.562247268286E-18,            0
1.169E+02 , 4.239717093481E-18, 4.239717093481E-18,            0
1.169E+02 , 4.664776797917E-18, 4.664776797917E-18,            0
1.169E+02 , 4.908254717136E-18, 4.908254717136E-18,            0
1.170E+02 , 5.574087632418E-18, 5.574087632418E-18,            0
1.170E+02 , 5.134905957387E-18, 5.134905957387E-18,            0
1.170E+02 , 4.833890630130E-18, 4.833890630130E-18,            0
1.170E+02 , 4.946538588258E-18, 4.946538588258E-18,            0
1.170E+02 , 4.782742428542E-18, 4.782742428542E-18,            0
1.170E+02 , 4.550427550770E-18, 4.550427550770E-18,            0
1.170E+02 , 4.870405493471E-18, 4.870405493471E-18,            0
1.170E+02 , 5.100474942159E-18, 5.100474942159E-18,            0
1.170E+02 , 5.511740799492E-18, 5.511740799492E-18,            0
1.170E+02 , 6.075311895170E-18, 6.075311895170E-18,            0
1.171E+02 , 6.869979994836E-18, 6.869979994836E-18,            0
1.171E+02 , 4.924030268463E-18, 4.924030268463E-18,            0
1.171E+02 , 4.739639642776E-18, 4.739639642776E-18,            0
1.171E+02 , 5.089440574467E-18, 5.089440574467E-18,            0
1.171E+02 , 3.903758355039E-18, 3.903758355039E-18,            0
1.171E+02 , 3.468446306854E-18, 3.468446306854E-18,            0
1.171E+02 , 3.010891231635E-18, 3.010891231635E-18,            0
1.172E+02 , 3.648912326349E-18, 3.648912326349E-18,            0
